,Conversation,name,Speaker,Transcript,English Translation,LID_tags,Language from LID tool,Type of code-switching,Length of turn,Direction of code-switches,Number of code-switches,Start of code-switches,Length of code-switched segments
5023,train_720,train_720_2.wav,INDRAVARDHAN,Rosesh ka chehara bhi to dekhaana chaahiye.,Rosesh's face should also be seen.,"['HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,-1,7,-1,0,-1,-1
5024,train_720,train_720_3.wav,MAYA,Indu! Not funny!,Indu! Not funny!,"['EN', 'OTHER', 'EN', 'EN', 'OTHER']",EN,-1,3,-1,0,-1,-1
5025,train_721,train_721_0.wav,MAYA,oh darling come on se Kuchh Nahin hoga Lo uska phone bhi aa geya.,"Oh darling, nothing will happen, his phone has also come.","['EN', 'EN', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,14,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",6,"[5, 8, 9, 10, 11, 13]","[3, 1, 1, 1, 2, 1]"
5026,train_721,train_721_1.wav,MAYA,ab Sau sal Jiye gi wo,Now she has lived a hundred years,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI']",HI,-1,6,-1,0,-1,-1
5027,train_722,train_722_0.wav,MONISHA,Hamare shaadi per to aajkal Romance Nahin Raha pahle Ham Kaise Khil Khil Hanste aur Kamre Mein Bhagam Bhag Karte The,"There is no romance in our marriage these days, how earlier we used to laugh and run around the room.","['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN']",CSW,I,21,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",5,"[5, 6, 9, 10, 20]","[1, 3, 1, 10, 1]"
5028,train_722,train_722_1.wav,MAYA,Sahil Tumhen chess Karta Tha?,Sahil used to chase you?,"['HI', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I,5,"['EN > HI', 'HI > EN']",2,"[2, 3]","[1, 2]"
5029,train_722,train_722_2.wav,MONISHA,Nahin chuhe ko. wo Dekho waha bhaga wo dekho Udhar bhaga. kahkar Mein uchhalti rahti thi. aur FIR Ham donon Thak kar..... lekin aajkal vah to chuhe ka Picha karne se pahle hi Thakar rahata hai.to,"No rats. Look there he ran away and look there he ran away. Kahar remained in my mood. And then we both thank each other… but these days, even before taking a picture of a rat, we thank each other.","['HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'EN']",CSW,-1,36,-1,0,-1,-1
5030,train_723,train_723_0.wav,MAYA,Ye saari cheeze mere cupboard mein kyu hai!?,Why is all this stuff in my cupboard!?,"['HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,8,"['EN > HI', 'HI > EN']",2,"[4, 5]","[1, 3]"
5031,train_723,train_723_1.wav,INDRAVARDHAN,"Kyuki mere cupboard mein jagah nahi hai, Maya.","Because there is no space in my cupboard, Maya.","['HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'OTHER']",CSW,I,8,"['EN > HI', 'HI > EN']",2,"[2, 3]","[1, 5]"
5032,train_723,train_723_2.wav,MAYA,Aray to jagah banaao na! Ye 10-10 saal puraane suit bhar ke rakkhe hai tumne! Kisi gareeb bheekaari ko kyu nahi de dete!,"Hey, make room! You have kept these 10-10 year old suits! Why don't you give it to a poor beggar?","['EN', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,-1,23,-1,0,-1,-1
5033,train_723,train_723_3.wav,INDRAVARDHAN,"Kyu ki mai unka dhanda chaupat nahi karna chaahata! I mean, jara socho Maya, agar suit pahan ke bheekaari bheek maangenge, to unhe bheek dega kaun!?","Because I don't want to ruin their business! I, just think Maya, if beggars wear suits and beg, then who will give them alms?","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,26,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",6,"[9, 11, 15, 16, 21, 22]","[2, 4, 1, 5, 1, 4]"
5034,train_724,train_724_0.wav,MAYA,no it's not all right Rosesh in fact its vidisha Monisha ke ghar par kaise rahe sakti hain ?,It's not all right rose in fact its how can Vidisha stay at Manisha's house?,"['EN', 'EN', 'EN', 'EN', 'EN', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,A,19,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[5, 6, 9]","[1, 3, 10]"
5035,train_724,train_724_1.wav,ROSESH,unka guest bedroom to khali hain na,"His guest bedroom is empty, isn't it?","['HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'EN']",CSW,I,7,"['EN > HI', 'HI > EN', 'EN > HI']",3,"[1, 4, 6]","[3, 2, 1]"
5036,train_724,train_724_2.wav,MAYA,"kaha khali hain , pichhle do saal se puri family thaheri hui hain wahan.","Where is it vacant, the whole family has been staying there for the last two years.","['HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,14,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",6,"[4, 5, 6, 7, 8, 9]","[1, 1, 1, 1, 1, 5]"
5037,train_725,train_725_0.wav,MAYA,Indravardhan you are the limit! Hadd karte ho tum!,Indravardhan you were at the limit! You cross the limits!,"['HI', 'EN', 'EN', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,A,9,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[1, 5, 7, 8]","[4, 2, 1, 1]"
5038,train_725,train_725_1.wav,INDRAVARDHAN,Maya! Tumne mujhe maara!,Maya! you hit me!,"['HI', 'OTHER', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,4,-1,0,-1,-1
5039,train_725,train_725_3.wav,INDRAVARDHAN,Toh!? Toh kuch nahi... Mai to confirm kar raha tha ki tumne mujhe maara vo jaan booch ke maara ya anjaane mein maara....,"so!? Well, nothing... I was just confirming that you killed me, whether you killed me intentionally or unknowingly.","['HI', 'OTHER', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,23,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[5, 7, 19, 20]","[2, 12, 1, 3]"
5040,train_725,train_725_4.wav,MAYA,Mai abhi tumhaari galat faimi dur karti hu! Ye dekho! Ye Dekho!,I will remove your wrong fame right now! See this! See this!,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'EN', 'HI', 'OTHER', 'EN', 'HI', 'OTHER']",CSW,-1,12,-1,0,-1,-1
5041,train_727,train_727_0.wav,INDRAVARDHAN,"maya is joking, she is just joking. Acha ye btaiye, patang kumar ji, filhal kya track chal rha hai","Maya is joking, she is just joking. Okay, tell me, Patang Kumar ji, what track is going on at present?","['HI', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'OTHER', 'HI', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI']",CSW,"A, I",19,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",6,"[1, 7, 8, 9, 15, 16]","[6, 1, 1, 6, 1, 3]"
5042,train_727,train_727_1.wav,PATANG AND KARAN,"wo kamini devi hai na, kamini devi ki jo manjali sans hai","She is Kamini Devi, the sacred breath of Kamini Devi.","['HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI']",CSW,-1,12,-1,0,-1,-1
5043,train_727,train_727_2.wav,MONISHA,wahi jo amavas ki raat ko bhedhiya ban jati hai,The one who turns into a wolf on a moonless night,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",HI,-1,10,-1,0,-1,-1
5044,train_727,train_727_3.wav,MAYA,serial me kisi ki sans amavas ki raat ko bhedhiya ban jati hai,"In the serial, someone's breath turns into a wolf on a moonless night.","['EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",CSW,I,13,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[2, 4, 5]","[2, 1, 8]"
5045,train_728,train_728_0.wav,MONISHA,haan ah ah namaste ji namaste ji namaste,yes it's hello hello hello hello,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",HI,-1,8,-1,0,-1,-1
5046,train_728,train_728_1.wav,MAYA,ah thank god now rosesh darling can we have some of your nice music,ah thank god now rosesh darling can we have some of your nice music,"['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']",EN,-1,14,-1,0,-1,-1
5047,train_729,train_729_0.wav,MAYA,"suketu bhai, popat kaka ki shok sabha mein koi kasar nahin chodna chahti.",Suketu Bhai does not want to leave any stone unturned in the condolence meeting of Popat Kaka.,"['HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,13,-1,0,-1,-1
5048,train_729,train_729_1.wav,SUKETU,aap bilkul chinta mat kijiye. mein aur urmila aise gane gayenge ki khatarnak khunkhaar terrorist hoga na vo bhi ro padega.,Don't worry at all. Me and Urmila will sing such songs that the dreaded terrorist will be scared and he will also cry.,"['HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,21,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[14, 15, 16, 17]","[1, 1, 1, 4]"
5049,train_729,train_729_2.wav,INDRAVARDHAN,"shok sabha mein kisi khatarnak khunkhaar terrorist ko bulane wale nahin hain, hai na maya.","You are not going to invite any dangerous terrorist to the condolence meeting, right Maya.","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'OTHER']",CSW,I,15,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[6, 7, 13, 14]","[1, 6, 1, 1]"
5050,train_72,train_72_0.wav,MAYA,good. Ahhhh,good. Ahhhh,"['EN', 'OTHER', 'EN']",EN,-1,2,-1,0,-1,-1
5051,train_72,train_72_1.wav,INDRAVARDHAN,"maya, kesa laga mera private and confidential gift","Maya, how did you like my private and confidential gift?","['HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'EN', 'EN', 'EN']",CSW,I,8,['EN > HI'],1,[4],[4]
5052,train_730,train_730_0.wav,MAYA,"Mere mana karne par bhi vahi galti dobara doharane ki bevakoofi, Monisha kar sakati hai.",Monisha might be foolish enough to repeat the same mistake again despite my refusal.,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,15,-1,0,-1,-1
5053,train_730,train_730_1.wav,MAYA,Lekin jab mere Sahil ne vahi gaana dobaara gaya to mai samajh gai ki daal mein kuch... I mean sheera mein kuch garam masala hai.,"But when my Sahil played the same song again, I understood that there was something wrong with me. 
I mean there is some garam masala in sheera.","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,25,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[9, 10, 17, 19]","[1, 7, 2, 6]"
5054,train_732,train_732_4.wav,ROSESH,mumbai ka raja khailayega kaun pak gaya maathe ye naya don,Who will feed the king of Mumbai? This new don has become famous.,"['EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI']",CSW,-1,11,-1,0,-1,-1
5055,train_732,train_732_5.wav,RAJ GOPAL SHARMA,cut cut itna abnormally nahin thoda kam beech wala ok?,"Cut cut not this abnormally, a little bit in between ok?","['EN', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,10,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",4,"[2, 3, 4, 9]","[1, 1, 5, 1]"
5056,train_733,train_733_0.wav,MAYA,iss Kahavat se pehle kabhi kabhi lagana bhul gayi kabhi kabhi honesty is the best policy magar kabhi kabhi kisika dil rakhne ke liye jhut bolna padta hai kyun monisha ka dil rakhne ke liye jhut nahi bolte hum,"From this proverb, it is a mistake to say never before, sometimes honesty is the best policy, but sometimes we have to speak falsely to keep Kisika's heart, why we should not speak falsely to keep Monisha's heart.","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN']",CSW,A,39,"['EN > HI', 'HI > EN', 'EN > HI']",3,"[11, 16, 38]","[5, 22, 1]"
5057,train_733,train_733_1.wav,INDRAVARDHAN,maya bas bas bas bas ye monisha haaye haaye puran baadmein ok ok ok rosesh ka hausla badane ki puri koshish karega sahil,Maya enough enough enougn enough this is Monisha hey hey old later ok ok ok Sahil will try his best to encourage Rosesh.,"['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",CSW,O,23,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[5, 6, 11, 14]","[1, 5, 3, 9]"
5058,train_734,train_734_0.wav,SAHIL,Alright it's my turn now Mera confession Suniye mom Aapko aap ki friend Yad hai dolly aunty,"Alright it's my turn now Listen to my confession mother, if Dolly Aunty is your friend?","['EN', 'EN', 'EN', 'EN', 'EN', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'EN']",CSW,"A, I",17,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",8,"[5, 6, 7, 8, 9, 12, 13, 15]","[1, 1, 1, 1, 3, 1, 2, 2]"
5059,train_734,train_734_1.wav,INDRAVARDHAN,oho wo that bombshell 38 26 36,oho wo that bombshell 38 26 36,"['HI', 'HI', 'EN', 'EN', 'EN', 'EN', 'EN']",CSW,O,7,['EN > HI'],1,[2],[5]
5060,train_734,train_734_2.wav,SAHIL,wo Mujhe zabardasti kiss kiya karti thi,she used to kiss me forcefully,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",HI,-1,7,-1,0,-1,-1
5061,train_734,train_734_3.wav,SAHIL,mein 17 sal ka hua tab tak,By the time I turned 17,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",HI,-1,7,-1,0,-1,-1
5062,train_734,train_734_4.wav,MAYA,Oh my God tumne mujhe bataya Kyon Nahin mein rok deti hai aisi Harkat,Oh my God why didn't you tell me I would have stopped this,"['EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",CSW,I,14,['HI > EN'],1,[3],[11]
5063,train_734,train_734_5.wav,INDRAVARDHAN,Isiliye To Nahin bataya le hahaha,That's why I didn't tell you hahaha,"['HI', 'HI', 'HI', 'HI', 'HI', 'EN']",CSW,-1,6,-1,0,-1,-1
5064,train_735,train_735_0.wav,ROSESH,Congratulations Sahil bhai!,Congratulations Sahil brother!,"['EN', 'HI', 'HI', 'OTHER']",CSW,I,3,['HI > EN'],1,[1],[2]
5065,train_735,train_735_1.wav,SAHIL,Thank you! Thank you!,Thank you! Thank you!,"['EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER']",EN,-1,4,-1,0,-1,-1
5066,train_735,train_735_2.wav,MAYA,"Sahil bhai nahi, Dean Sarabhai!","Not Sahil brother, Dean Sarabhai!","['HI', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'OTHER']",CSW,I,5,"['EN > HI', 'HI > EN']",2,"[3, 4]","[1, 1]"
5067,train_735,train_735_3.wav,ROSESH,Oh yeah! maine aap ke liye kavita bhi likhi hai!,oh yeah! I have also written a poem for you!,"['EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,10,['HI > EN'],1,[2],[8]
5068,train_735,train_735_4.wav,SAHIL,Ah.. Haha... Abhi tak dean bana kahan hu mai.. Anyway thanks for this...,Ah.. Haha... I have not become a dean yet... Anyway thanks for this...,"['EN', 'OTHER', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'OTHER']",CSW,"I, A",13,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",6,"[2, 4, 5, 7, 8, 9]","[2, 1, 2, 1, 1, 4]"
5069,train_736,train_736_0.wav,INDRAVARDHAN,arey Nahin Maya language Se Kya Hota hain content Hona chahie Khyal Hona chahie Bhasha se Kuchh Nahin hota hai na,"Oh no, what is meant by Maya language, there should be content, there should be care, language has nothing to do with it, isn't it?","['HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN']",CSW,I,21,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",7,"[3, 5, 8, 9, 15, 16, 20]","[2, 3, 1, 6, 1, 4, 1]"
5070,train_736,train_736_1.wav,BALDEV,han bhasha sunane ke liye Banda Hazir Hai Na,"The guy is here to listen to Han language, isn't he?","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN']",CSW,-1,9,-1,0,-1,-1
5071,train_736,train_736_2.wav,INDRAVARDHAN,dekha,Look,['HI'],HI,-1,1,-1,0,-1,-1
5072,train_737,train_737_0.wav,SAHIL,Jara haalat dekhiye iss room ki!,Just look at the condition of this room!,"['HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,I,6,"['EN > HI', 'HI > EN']",2,"[4, 5]","[1, 1]"
5073,train_737,train_737_1.wav,SAHIL,Toofaan aa gaya ho aisa lag raha hai!,Looks like a storm has arrived!,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,8,-1,0,-1,-1
5074,train_738,train_738_0.wav,MONISHA,Kisi bhi cheez ki kisi bhi haal me kimat nahi puchhni chaahiye!? Aaila!,One should not ask the price of anything under any circumstances!? Aaila!,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'OTHER']",CSW,-1,13,-1,0,-1,-1
5075,train_738,train_738_1.wav,MAYA,"Monisha, 'Aaila' is banned! Banned!","Monisha, 'Aaila' is banned! Banned!","['EN', 'OTHER', 'OTHER', 'EN', 'EN', 'OTHER', 'EN', 'OTHER']",EN,-1,5,-1,0,-1,-1
5076,train_738,train_738_3.wav,MAYA,"Agar koi UFO bhi yaha utar aaye na, complete with aliens, to bhi tum 'Aaila' nahi bologi. Agar puri film industry yaha tumhaara autograph maangane aa jaaye to bhi tum nahi bologi, no 'Aaila'.","Even if a UFO had landed here, complete with aliens, you still would not have said 'Aila'. Even if the entire film industry comes here asking for your autograph, you will not speak, no 'Aila'.","['HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'OTHER', 'OTHER']",CSW,I,34,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",11,"[2, 3, 7, 12, 19, 20, 22, 23, 26, 27, 31]","[1, 4, 5, 7, 1, 2, 1, 3, 1, 4, 3]"
5077,train_739,train_739_0.wav,ROSESH,"Naisha massi, humne suna hain ki aapne ex-husband bohot acche the!","Nisha aunty, we heard that your husband was very good!","['HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,11,"['EN > HI', 'HI > EN', 'EN > HI']",3,"[7, 8, 10]","[1, 2, 1]"
5078,train_739,train_739_3.wav,NAISHA,"Uski ma. Ek number ki irritating, dominating, interfearing witch thi wo. You know kissi opera singer ke tarah aati thi subaah hummne uthane - Wake up, Fernando wake up Naisha we used to get up and say, Please Mumma please stop singing! So wo gaana bandh kar ke rone lagti thi.","Uski ma. This is the irritating, dominating, interfering witch of a number. You know kissi opera singer ke tarah aati thi subaah hummne uthane - Wake up, Fernando wake up Naisha we used to get up and say, Please Mumma please stop singing! So she started crying after singing the song.","['HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'EN', 'OTHER', 'EN', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'HI', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'HI', 'EN', 'EN', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,51,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",16,"[3, 4, 5, 9, 11, 13, 14, 16, 23, 28, 29, 37, 38, 40, 41, 42]","[1, 1, 4, 2, 2, 1, 2, 7, 5, 1, 8, 1, 2, 1, 1, 9]"
5079,train_73,train_73_0.wav,MAYA,"Rosesh Rosesh, Indu tumne rosesh ko kahi dekha hain?","Rosesh Rosesh, Hindu Have you seen Rosesh anywhere?","['HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,9,-1,0,-1,-1
5080,train_73,train_73_1.wav,INDRAVARDHAN,Mera Chehra Dekhkar Tumhen kya lagta hai,What do you think when you see my face?,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",HI,-1,7,-1,0,-1,-1
5081,train_73,train_73_2.wav,MAYA,Rosesh,Rosesh,['HI'],HI,-1,1,-1,0,-1,-1
5082,train_73,train_73_3.wav,INDRAVARDHAN,suno suno suno I will give you a hint ok. Mai khush ho meri Chehre per Muskurahat hai. mein Jungle Ki Hiran ki tarah Yahan Wahan kudak raha hoon. Mor Ki Tarah apni Pankh faila kar Nach raha hun.bolo bolo,"listen listen listen I will give you a hint ok. I am happy, there is a smile on my face. I am jumping here and there like a deer in the jungle. Like a peacock, he kept spreading his wings. He said,","['HI', 'HI', 'HI', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI']",CSW,A,40,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",6,"[3, 10, 12, 13, 15, 16]","[7, 2, 1, 2, 1, 24]"
5083,train_740,train_740_1.wav,MAYA,Aah haan! bedroom mein se ye awaaj kaise Indravardhan?,"Ah yes! Indravardhan, how is this sound coming from the bedroom?","['HI', 'HI', 'OTHER', 'EN', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,9,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[2, 3, 4, 6]","[1, 1, 2, 3]"
5084,train_740,train_740_2.wav,MONISHA,Andar kaun hai!?,knock Knock Who's there!?,"['HI', 'HI', 'HI', 'OTHER']",HI,-1,3,-1,0,-1,-1
5085,train_740,train_740_3.wav,INDRAVARDHAN,Paana pakkad!,Get hold of!,"['HI', 'HI', 'OTHER']",HI,-1,2,-1,0,-1,-1
5086,train_741,train_741_0.wav,MAYA,mujhe de do mujhe de do mein yah Kavita padh ke sunao aaungi,"Give it to me, give it to me, I will read this poem and come back.","['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI']",CSW,-1,13,-1,0,-1,-1
5087,train_741,train_741_1.wav,MAYA,Kora kagaj Kora,Kora paper Kora,"['HI', 'HI', 'HI']",HI,-1,3,-1,0,-1,-1
5088,train_741,train_741_3.wav,MAYA,Radha bhai roses Baba ka saman Bahar fek do,"Radha Bhai, throw out Roses Baba's belongings.","['HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN']",CSW,-1,9,-1,0,-1,-1
